taxonKey	canonicalName	kingdomKey	classKey	class	kingdom
7690055	Carpodacus sibiricus	1	212	Aves	Animalia
2498011	Tadorna variegata	1	212	Aves	Animalia
4038485	Reynoutria bohemica	6	220	Magnoliopsida	Plantae
5358913	Trifolium lappaceum	6	220	Magnoliopsida	Plantae
8485639	Ensis leei	1	137	Bivalvia	Animalia
7820753	Magallana gigas	1	137	Bivalvia	Animalia
5421039	Ludwigia grandiflora	6	220	Magnoliopsida	Plantae
2494787	Rhodospiza obsoleta	1	212	Aves	Animalia
2498402	Dendrocygna bicolor	1	212	Aves	Animalia
2484628	Vidua macroura	1	212	Aves	Animalia
8323485	Haemorhous mexicanus	1	212	Aves	Animalia
2888559	Hypecoum pendulum	6	220	Magnoliopsida	Plantae
7315023	Roemeria hybrida	6	220	Magnoliopsida	Plantae
5343253	Astragalus cicer	6	220	Magnoliopsida	Plantae
5358774	Trifolium nigrescens	6	220	Magnoliopsida	Plantae
5359411	Trifolium pallidum	6	220	Magnoliopsida	Plantae
7278926	Malope malacoides	6	220	Magnoliopsida	Plantae
5358906	Trifolium constantinopolitanum	6	220	Magnoliopsida	Plantae
5359447	Trifolium isthmocarpum	6	220	Magnoliopsida	Plantae
5359475	Trifolium strictum	6	220	Magnoliopsida	Plantae
2172885	Evarcha jucunda	1	367	Arachnida	Animalia
2498094	Anas capensis	1	212	Aves	Animalia
3028528	Alchemilla mollis	6	220	Magnoliopsida	Plantae
2703240	Dinebra retroflexa	6	196	Liliopsida	Plantae
7810452	Dasypyrum villosum	6	196	Liliopsida	Plantae
5369784	Geum macrophyllum	6	220	Magnoliopsida	Plantae
1690429	Meconema meridionale	1	216	Insecta	Animalia
3033077	Aucuba japonica	6	220	Magnoliopsida	Plantae
2367742	Pimephales promelas	1	204	Actinopterygii	Animalia
5420991	Ludwigia peploides	6	220	Magnoliopsida	Plantae
5359510	Trifolium tomentosum	6	220	Magnoliopsida	Plantae
3015577	Crataegus pedicellata	6	220	Magnoliopsida	Plantae
6096602	Lophocolea semiteres	6	126	Jungermanniopsida	Plantae
2473477	Syrmaticus reevesii	1	212	Aves	Animalia
2874508	Cucurbita pepo	6	220	Magnoliopsida	Plantae
2481034	Falco cherrug	1	212	Aves	Animalia
2297108	Milax gagates	1	225	Gastropoda	Animalia
8745918	Deroceras invadens	1	225	Gastropoda	Animalia
3190411	Ptelea trifoliata	6	220	Magnoliopsida	Plantae
2889023	Rumex stenophyllus	6	220	Magnoliopsida	Plantae
4048240	Elaeagnus submacrophylla	6	220	Magnoliopsida	Plantae
9540191	Pyracantha coccinea	6	220	Magnoliopsida	Plantae
3026074	Cotoneaster salicifolius	6	220	Magnoliopsida	Plantae
3085357	Saponaria ocymoides	6	220	Magnoliopsida	Plantae
